ID	CLASS_TYPE	RDF_Type	Name	Definition	Xref_def	Comment	created_by	creation_date	Synonym1	syn_type	Synonym2	syn_ref	eq_to1	eq_to_ref1	eq_to2	eq_to_ref2	FBbt:00047516	FBbt:00047517	FBbt:00047512	FBbt:00047514	FBbt:00047518	FBbt:00047513	FBbt:00047515	FBbt:00007401	FBbt:00003748	FBbt:00045003	FBbt:00003885	FBbt:00003852	FBbt:00007385	FBbt:00007453	FBbt:00007677	FBbt:00015407	FBbt:00045007	FBbt:00003678	FBbt:00003679	FBbt:00003680	FBbt:00003668	FBbt:00045039	FBbt:00040049	FBbt:00040048	FBbt:00045037	FBbt:00040050	FBbt:00003682	FBbt:00003681	FBbt:00007053	FBbt:00045051	FBbt:00045050	FBbt:00040051	FBbt:00045048	FBbt:00003982	FBbt:00007055	FBbt:00045032	FBbt:00007054	FBbt:00007059	FBbt:00040044	FBbt:00040043	FBbt:00045027	FBbt:00040042	FBbt:00045046	FBbt:00045040	FBbt:00040040	FBbt:00040039	FBbt:00040041	FBbt:00014013	FBbt:00047173	FBbt:00047137	FBbt:00047138	FBbt:00047519	FBbt:00047174	FBbt:00110173	FBbt:00047140	FBbt:00047141	FBbt:00047142	FBbt:00047520	FBbt:00047521	FBbt:00047522	FBbt:00047526	FBbt:00047523	FBbt:00047524	FBbt:00047525	FBbt:00047533	FBbt:00047544	FBbt:00047535	FBbt:00047534	FBbt:00047543	FBbt:00047541	FBbt:00047542
ID	CLASS_TYPE	TYPE	A rdfs:label	A IAO:0000115	>A oboInOwl:hasDbXref	A rdfs:comment	A oboInOwl:created_by	A oboInOwl:creation_date	A oboInOwl:hasExactSynonym	>A oboInOwl:HasSynonymType	A oboInOwl:hasExactSynonym	>A oboInOwl:hasDbXref	AI IAO:0006011	>A oboInOwl:hasDbXref	AI IAO:0006011	>A oboInOwl:hasDbXref	C %	C %	C %	C %	C %	C %	C %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'has synaptic terminal in' some %	C 'fasciculates with' some %	C 'fasciculates with' some %	C 'fasciculates with' some %	C 'fasciculates with' some %	C 'fasciculates with' some %	C 'fasciculates with' some %	C 'fasciculates with' some %
FBbt:00047572	subclass	owl:Class	descending neuron of the anterior dorsal brain DNa01	Descending neuron belonging to the DNa group, having a cell body on the anterior dorsal surface of the brain. This neuron does not cross the midline and descends on the ipsilateral side of the cervical connective. It has neurites in the lateral accessory lobe, posterior lateral protocerebrum, inferior posterior slope, superior posterior slope, epaulette , gorget, vest, gnathal ganglion, T1 leg neuropil, T2 leg neuropil and T3 leg neuropil. It fasciculates with the intermediate tract of the dorsal cervical fascicle in the thoracico-abdominal ganglion. There is a cluster of up to two of these cells in each hemisphere.	FlyBase:FBrf0239335	Namiki et al., 2018 (FBrf0239335), identify this as being morphologically similar to the fruitless aSP3 neuron (FBbt:00110553), described by Yu et al., 2010 (FBrf0211884) and VGlut-F-200324, described by FlyCircuit (FBrf0212704).	CP	2018-09-20T12:00:00Z	DNa01	http://purl.obolibrary.org/obo/fbbt#VFB_SYMBOL	DNa01	FlyBase:FBrf0239335	http://purl.obolibrary.org/obo/FBbt_00110553	FlyBase:FBrf0239335					FBbt:00047512																									FBbt:00003681											FBbt:00040044				FBbt:00045046	FBbt:00045040	FBbt:00040040	FBbt:00040039	FBbt:00040041	FBbt:00014013							FBbt:00047140	FBbt:00047141	FBbt:00047142											FBbt:00047534			
FBbt:00047573	subclass	owl:Class	descending neuron of the anterior dorsal brain DNa02	Descending neuron belonging to the DNa group, having a cell body on the anterior dorsal surface of the brain. This neuron does not cross the midline and descends on the ipsilateral side of the cervical connective. It has neurites in the lateral accessory lobe, posterior lateral protocerebrum, inferior posterior slope, superior posterior slope, epaulette , gorget, vest, gnathal ganglion, upper tectulum, T1 leg neuropil, T2 leg neuropil and T3 leg neuropil. It fasciculates with the intermediate tract of the dorsal cervical fascicle in the thoracico-abdominal ganglion. There is one of these cells per hemisphere.	FlyBase:FBrf0239335		CP	2018-09-20T12:00:00Z	DNa02	http://purl.obolibrary.org/obo/fbbt#VFB_SYMBOL	DNa02	FlyBase:FBrf0239335							FBbt:00047512																									FBbt:00003681											FBbt:00040044				FBbt:00045046	FBbt:00045040	FBbt:00040040	FBbt:00040039	FBbt:00040041	FBbt:00014013				FBbt:00047519			FBbt:00047140	FBbt:00047141	FBbt:00047142											FBbt:00047534			
FBbt:00047574	subclass	owl:Class	descending neuron of the anterior dorsal brain DNa03	Descending neuron belonging to the DNa group, having a cell body on the anterior dorsal surface of the brain. This neuron does not cross the midline and descends on the ipsilateral side of the cervical connective. It has neurites in the lateral accessory lobe, inferior posterior slope, superior posterior slope, vest, gnathal ganglion and upper tectulum. It fasciculates with the median tract of the dorsal cervical fascicle in the thoracico-abdominal ganglion. There is one of these cells per hemisphere.	FlyBase:FBrf0239335		CP	2018-09-20T12:00:00Z	DNa03	http://purl.obolibrary.org/obo/fbbt#VFB_SYMBOL	DNa03	FlyBase:FBrf0239335							FBbt:00047512																									FBbt:00003681															FBbt:00045046	FBbt:00045040			FBbt:00040041	FBbt:00014013				FBbt:00047519															FBbt:00047535				
FBbt:00047575	subclass	owl:Class	descending neuron of the anterior dorsal brain DNa04	Descending neuron belonging to the DNa group, having a cell body on the anterior dorsal surface of the brain. This neuron does not cross the midline and descends on the ipsilateral side of the cervical connective. It has neurites in the posterior lateral protocerebrum, inferior posterior slope, superior posterior slope, epaulette , gnathal ganglion, neck neuropil, wing neuropil, haltere neuropil and upper tectulum. It fasciculates with the median tract of the dorsal cervical fascicle in the thoracico-abdominal ganglion. There is one of these cells per hemisphere.	FlyBase:FBrf0239335		CP	2018-09-20T12:00:00Z	DNa04	http://purl.obolibrary.org/obo/fbbt#VFB_SYMBOL	DNa04	FlyBase:FBrf0239335							FBbt:00047512																																				FBbt:00040044				FBbt:00045046	FBbt:00045040	FBbt:00040040			FBbt:00014013	FBbt:00047173	FBbt:00047137	FBbt:00047138	FBbt:00047519															FBbt:00047535				
FBbt:00047576	subclass	owl:Class	descending neuron of the anterior dorsal brain DNa05	Descending neuron belonging to the DNa group, having a cell body on the anterior dorsal surface of the brain. This neuron does not cross the midline and descends on the ipsilateral side of the cervical connective. It has neurites in the inferior posterior slope, superior posterior slope, gnathal ganglion, neck neuropil, wing neuropil, haltere neuropil and upper tectulum. It fasciculates with the median tract of the dorsal cervical fascicle in the thoracico-abdominal ganglion. There is one of these cells per hemisphere.	FlyBase:FBrf0239335	Namiki et al., 2018 (FBrf0239335), identify this as being morphologically similar to descending neuron dorsal cluster 2-2 (DNDC 2-2), described by Gronenberg and Strausfeld, 1992 (FBrf:0239828).	CP	2018-09-20T12:00:00Z	DNa05	http://purl.obolibrary.org/obo/fbbt#VFB_SYMBOL	DNa05	FlyBase:FBrf0239335							FBbt:00047512																																								FBbt:00045046	FBbt:00045040				FBbt:00014013	FBbt:00047173	FBbt:00047137	FBbt:00047138	FBbt:00047519															FBbt:00047535				
FBbt:00047577	subclass	owl:Class	descending neuron of the anterior dorsal brain DNa06	Descending neuron belonging to the DNa group, having a cell body on the anterior dorsal surface of the brain. This neuron does not cross the midline and descends on the ipsilateral side of the cervical connective. It has neurites in the lateral accessory lobe, inferior posterior slope, superior posterior slope, gorget, vest, gnathal ganglion, neck neuropil, haltere neuropil and upper tectulum. It fasciculates with the intermediate tract of the dorsal cervical fascicle in the thoracico-abdominal ganglion. There is one of these cells per hemisphere.	FlyBase:FBrf0239335		CP	2018-09-20T12:00:00Z	DNa06	http://purl.obolibrary.org/obo/fbbt#VFB_SYMBOL	DNa06	FlyBase:FBrf0239335							FBbt:00047512																									FBbt:00003681															FBbt:00045046	FBbt:00045040		FBbt:00040039	FBbt:00040041	FBbt:00014013	FBbt:00047173		FBbt:00047138	FBbt:00047519																FBbt:00047534			
FBbt:00047578	subclass	owl:Class	descending neuron of the anterior dorsal brain DNa07	Descending neuron belonging to the DNa group, having a cell body on the anterior dorsal surface of the brain. This neuron does not cross the midline and descends on the ipsilateral side of the cervical connective. It has neurites in the posterior lateral protocerebrum, posterior ventrolateral protocerebrum, inferior posterior slope, superior posterior slope, gnathal ganglion, neck neuropil, wing neuropil and upper tectulum. It fasciculates with the median tract of the dorsal cervical fascicle in the thoracico-abdominal ganglion. There is one of these cells per hemisphere.	FlyBase:FBrf0239335		CP	2018-09-20T12:00:00Z	DNa07	http://purl.obolibrary.org/obo/fbbt#VFB_SYMBOL	DNa07	FlyBase:FBrf0239335							FBbt:00047512																																				FBbt:00040044			FBbt:00040042	FBbt:00045046	FBbt:00045040				FBbt:00014013	FBbt:00047173	FBbt:00047137		FBbt:00047519															FBbt:00047535				
FBbt:00047579	subclass	owl:Class	descending neuron of the anterior dorsal brain DNa08	Descending neuron belonging to the DNa group, having a cell body on the anterior dorsal surface of the brain. This neuron does not cross the midline and descends on the ipsilateral side of the cervical connective. It has neurites in the lateral accessory lobe, inferior posterior slope, superior posterior slope, epaulette , vest, gnathal ganglion, neck neuropil and wing neuropil. It fasciculates with the median tract of the dorsal cervical fascicle in the thoracico-abdominal ganglion. There is one of these cells per hemisphere.	FlyBase:FBrf0239335		CP	2018-09-20T12:00:00Z	DNa08	http://purl.obolibrary.org/obo/fbbt#VFB_SYMBOL	DNa08	FlyBase:FBrf0239335							FBbt:00047512																									FBbt:00003681															FBbt:00045046	FBbt:00045040	FBbt:00040040		FBbt:00040041	FBbt:00014013	FBbt:00047173	FBbt:00047137																	FBbt:00047535				
