Level	Rule Name	Subject	Property	Value
ERROR	duplicate_definition	adult intermediate superior transverse fascicle	definition	Intermediate of three transverse (medial-lateral) fascicles found between the superior and inferior protocerebrum (Pereanu et al, 2010). It is formed by BLAd, BLD and BLV lineages (Pereanu et al, 2010).
ERROR	duplicate_definition	larval intermediate superior transverse fascicle	definition	Intermediate of three transverse (medial-lateral) fascicles found between the superior and inferior protocerebrum (Pereanu et al, 2010). It is formed by BLAd, BLD and BLV lineages (Pereanu et al, 2010).
ERROR	duplicate_definition	larval gustatory receptor neuron of the hypophysis VP1	definition	Gustatory receptor neuron of the larval hypophysis. There is one of these cells per hemisphere and it expresses Gr33a, Gr66a and Gr68a.
ERROR	duplicate_definition	larval gustatory receptor neuron of the hypophysis VP2	definition	Gustatory receptor neuron of the larval hypophysis. There is one of these cells per hemisphere and it expresses Gr33a, Gr66a and Gr68a.
ERROR	duplicate_definition	larval gustatory receptor neuron of the hypophysis VP4	definition	Gustatory receptor neuron of the larval hypophysis. There is one of these cells per hemisphere and it expresses Gr28a.
ERROR	duplicate_definition	larval gustatory receptor neuron of the hypophysis VP5	definition	Gustatory receptor neuron of the larval hypophysis. There is one of these cells per hemisphere and it expresses Gr28a.
ERROR	duplicate_definition	larval gustatory receptor neuron of the hypopharyngeal organ PP1	definition	Gustatory receptor neuron of the larval hypopharyngeal organ. There is one of these cells per hemisphere and it expresses Gr33a, Gr66a, Gr32a, Gr22b, Gr39a.a and Gr39b.
ERROR	duplicate_definition	larval gustatory receptor neuron of the hypopharyngeal organ PP2	definition	Gustatory receptor neuron of the larval hypopharyngeal organ. There is one of these cells per hemisphere and it expresses Gr33a, Gr66a, Gr32a, Gr22b, Gr39a.a and Gr39b.
ERROR	duplicate_definition	larval gustatory receptor neuron of the hypopharyngeal organ PP5	definition	Gustatory receptor neuron of the larval hypopharyngeal organ. There is one of these cells per hemisphere and it expresses Gr28a.
ERROR	duplicate_definition	larval gustatory receptor neuron of the hypopharyngeal organ PP6	definition	Gustatory receptor neuron of the larval hypopharyngeal organ. There is one of these cells per hemisphere and it expresses Gr28a.
ERROR	duplicate_definition	larval abdominal inhibitory interneuron iIN-2	definition	GABAergic interneuron of the larval abdominal neuromere that has output onto a transverse muscle motor neuron, but does not show wave-like activity during locomotion (Zwart et al., 2016).
ERROR	duplicate_definition	larval abdominal inhibitory interneuron iIN-3	definition	GABAergic interneuron of the larval abdominal neuromere that has output onto a transverse muscle motor neuron, but does not show wave-like activity during locomotion (Zwart et al., 2016).
ERROR	duplicate_definition	prothoracic tarsal segment 5	definition	Fifth tarsal segment of the prothoracic leg. Proximally it articulates with the tarsal segment 4, and distally it with the pretarsus.
ERROR	duplicate_definition	mesothoracic tarsal segment 5	definition	Fifth tarsal segment of the prothoracic leg. Proximally it articulates with the tarsal segment 4, and distally it with the pretarsus.
