primary_type	specificity	FBbt_id	FBbt_name	references
CB.FB2I3	parent_term	FBbt:00052828	adult fan-shaped body layer 2 neuron of LALv1 lineage	FlyBase:FBrf0260535
CB.FB2K0	parent_term	FBbt:00007541	adult fan-shaped body layer 2 tangential neuron	
CB.FB2K1	parent_term	FBbt:00007541	adult fan-shaped body layer 2 tangential neuron	
CB.FB5B0	parent_term	FBbt:00052829	adult fan-shaped body layer 5 neuron of DM6 lineage	FlyBase:FBrf0260535
CB.FB5B1	parent_term	FBbt:00052829	adult fan-shaped body layer 5 neuron of DM6 lineage	FlyBase:FBrf0260535
CB.FB5C0	parent_term	FBbt:00052830	adult fan-shaped body layer 5 neuron of DPMpl2 lineage	FlyBase:FBrf0260535
CB.FB5D0	parent_term	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB5D1	parent_term	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB5D10	parent_term	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB5D2	parent_term	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB5D3	parent_term	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB5D4	parent_term	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB5D5	parent_term	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB5D6	parent_term	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB5D7	parent_term	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB5D8	parent_term	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB5D9	parent_term	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB5E0	parent_term	FBbt:00052832	adult fan-shaped body layer 5 neuron of CP2 lineage	FlyBase:FBrf0260535
CB.FB5E1	parent_term	FBbt:00052832	adult fan-shaped body layer 5 neuron of CP2 lineage	FlyBase:FBrf0260535
CB.FB5F0		FBbt:00051241	dopaminergic PPL1 fan-shaped body layer 5 neuron	
CB.FB5F1	parent_term	FBbt:00007544	adult fan-shaped body layer 5 tangential neuron	
CB.FB5G0	parent_term	FBbt:00052833	adult fan-shaped body layer 5 neuron of DM4 lineage	FlyBase:FBrf0260535
CB.FB5I0	parent_term	FBbt:00052834	adult fan-shaped body layer 5 neuron of LALv1 lineage	FlyBase:FBrf0260535
CB.FB5I1	parent_term	FBbt:00052834	adult fan-shaped body layer 5 neuron of LALv1 lineage	FlyBase:FBrf0260535
CB.FB5I2	parent_term	FBbt:00052834	adult fan-shaped body layer 5 neuron of LALv1 lineage	FlyBase:FBrf0260535
CB.FB5I3	parent_term	FBbt:00052834	adult fan-shaped body layer 5 neuron of LALv1 lineage	FlyBase:FBrf0260535
CB.FB5I4	parent_term	FBbt:00052834	adult fan-shaped body layer 5 neuron of LALv1 lineage	FlyBase:FBrf0260535
CB.FB6B0	parent_term	FBbt:00052835	adult fan-shaped body layer 6 neuron of DM6 lineage	FlyBase:FBrf0260535
CB.FB6B1	parent_term	FBbt:00052835	adult fan-shaped body layer 6 neuron of DM6 lineage	FlyBase:FBrf0260535
CB.FB6C0	parent_term	FBbt:00052836	adult fan-shaped body layer 6 neuron of DPMpl2 lineage	FlyBase:FBrf0260535
CB.FB6C1	parent_term	FBbt:00052836	adult fan-shaped body layer 6 neuron of DPMpl2 lineage	FlyBase:FBrf0260535
CB.FB6C2	parent_term	FBbt:00052836	adult fan-shaped body layer 6 neuron of DPMpl2 lineage	FlyBase:FBrf0260535
CB.FB6C3	parent_term	FBbt:00052836	adult fan-shaped body layer 6 neuron of DPMpl2 lineage	FlyBase:FBrf0260535
CB.FB6C4	parent_term	FBbt:00052836	adult fan-shaped body layer 6 neuron of DPMpl2 lineage	FlyBase:FBrf0260535
CB.FB6D0	parent_term	FBbt:00052837	adult fan-shaped body layer 6 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB6D1	parent_term	FBbt:00052837	adult fan-shaped body layer 6 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB6D2	parent_term	FBbt:00052837	adult fan-shaped body layer 6 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB6E0	parent_term	FBbt:00052838	adult fan-shaped body layer 6 neuron of CP2 lineage	FlyBase:FBrf0260535
CB.FB6E1	parent_term	FBbt:00052838	adult fan-shaped body layer 6 neuron of CP2 lineage	FlyBase:FBrf0260535
CB.FB6E2		FBbt:00051242	dopaminergic PPL1 fan-shaped body layer 6 neuron	
CB.FB6E3	parent_term	FBbt:00052838	adult fan-shaped body layer 6 neuron of CP2 lineage	FlyBase:FBrf0260535
CB.FB6E4	parent_term	FBbt:00052838	adult fan-shaped body layer 6 neuron of CP2 lineage	FlyBase:FBrf0260535
CB.FB6E5	parent_term	FBbt:00052838	adult fan-shaped body layer 6 neuron of CP2 lineage	FlyBase:FBrf0260535
CB.FB6F0	parent_term	FBbt:00052835	adult fan-shaped body layer 6 neuron of DM6 lineage	FlyBase:FBrf0260535
CB.FB6I0	parent_term	FBbt:00052839	adult fan-shaped body layer 6 neuron of LALv1 lineage	FlyBase:FBrf0260535
CB.FB6I1	parent_term	FBbt:00052839	adult fan-shaped body layer 6 neuron of LALv1 lineage	FlyBase:FBrf0260535
CB.FB7B0	parent_term	FBbt:00052840	adult fan-shaped body layer 7 neuron of DM6 lineage	FlyBase:FBrf0260535
CB.FB7C0	parent_term	FBbt:00052841	adult fan-shaped body layer 7 neuron of DPMpl2 lineage	FlyBase:FBrf0260535
CB.FB7D0	parent_term	FBbt:00052842	adult fan-shaped body layer 7 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB7D1	parent_term	FBbt:00052842	adult fan-shaped body layer 7 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB7E0	parent_term	FBbt:00052843	adult fan-shaped body layer 7 neuron of CP2 lineage	FlyBase:FBrf0260535
CB.FB7E1	parent_term	FBbt:00052843	adult fan-shaped body layer 7 neuron of CP2 lineage	FlyBase:FBrf0260535
CB.FB7E2	parent_term	FBbt:00052843	adult fan-shaped body layer 7 neuron of CP2 lineage	FlyBase:FBrf0260535
CB.FB8B0	parent_term	FBbt:00052844	adult fan-shaped body layer 8 neuron of DM6 lineage	FlyBase:FBrf0260535
CB.FB8B1	parent_term	FBbt:00052844	adult fan-shaped body layer 8 neuron of DM6 lineage	FlyBase:FBrf0260535
CB.FB8C0	parent_term	FBbt:00052845	adult fan-shaped body layer 8 neuron of DPMpl2 lineage	FlyBase:FBrf0260535
CB.FB8C1	parent_term	FBbt:00052845	adult fan-shaped body layer 8 neuron of DPMpl2 lineage	FlyBase:FBrf0260535
CB.FB8C2	parent_term	FBbt:00052845	adult fan-shaped body layer 8 neuron of DPMpl2 lineage	FlyBase:FBrf0260535
CB.FB8C3	parent_term	FBbt:00052845	adult fan-shaped body layer 8 neuron of DPMpl2 lineage	FlyBase:FBrf0260535
CB.FB8D0	parent_term	FBbt:00052846	adult fan-shaped body layer 8 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB8D1	parent_term	FBbt:00052846	adult fan-shaped body layer 8 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB8D2	parent_term	FBbt:00052846	adult fan-shaped body layer 8 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FB8E0	parent_term	FBbt:00052847	adult fan-shaped body layer 8 neuron of CP2 lineage	FlyBase:FBrf0260535
CB.FB8E1	parent_term	FBbt:00052847	adult fan-shaped body layer 8 neuron of CP2 lineage	FlyBase:FBrf0260535
CB.FB9C0	parent_term	FBbt:00052848	adult fan-shaped body layer 9 neuron of DPMpl2 lineage	FlyBase:FBrf0260535
CB.FB9D0	parent_term	FBbt:00052849	adult fan-shaped body layer 9 neuron of DALcl2 lineage	FlyBase:FBrf0260535
CB.FBTF0	general_term	FBbt:00003657	fan-shaped body tangential neuron	
CB.FBTI0	general_term	FBbt:00003657	fan-shaped body tangential neuron	
CB.FBTI1		FBbt:00049145	adult superior lateral protocerebrum-asymmetrical body-fan-shaped body layer 8 neuron	
CB0004		FBbt:20003865	adult CB0004 neuron	
CB0005		FBbt:20003866	adult CB0005 neuron	
CB0007		FBbt:20003867	adult CB0007 neuron	
CB0008		FBbt:00051956	adult usnea subesophageal neuron	
CB0009		FBbt:20003869	adult CB0009 neuron	
CB0010		FBbt:20003870	adult CB0010 neuron	
CB0011		FBbt:20003871	adult CB0011 neuron	
CB0013		FBbt:20003872	adult CB0013 neuron	
CB0014		FBbt:20003873	adult CB0014 neuron	
CB0015		FBbt:20003874	adult CB0015 neuron	
CB0016		FBbt:20003875	adult CB0016 neuron	
CB0017		FBbt:20003876	adult CB0017 neuron	
CB0018		FBbt:20003877	adult CB0018 neuron	
CB0019		FBbt:20003878	adult CB0019 neuron	
CB0020		FBbt:20003879	adult CB0020 neuron	
CB0021		FBbt:20003880	adult CB0021 neuron	
CB0022		FBbt:20003881	adult CB0022 neuron	
CB0023		FBbt:20003882	adult CB0023 neuron	
CB0024		FBbt:20003883	adult CB0024 neuron	
CB0025		FBbt:20003884	adult CB0025 neuron	
CB0026		FBbt:20003885	adult CB0026 neuron	
CB0027		FBbt:20003886	adult CB0027 neuron	
CB0029		FBbt:20003887	adult CB0029 neuron	
CB0030		FBbt:20003888	adult CB0030 neuron	
CB0031		FBbt:20003889	adult CB0031 neuron	
CB0032		FBbt:20003890	adult CB0032 neuron	
CB0033		FBbt:20003891	adult CB0033 neuron	
CB0034		FBbt:20003892	adult CB0034 neuron	
CB0035		FBbt:20003893	adult CB0035 neuron	
CB0036		FBbt:20003894	adult CB0036 neuron	
CB0038		FBbt:00110985	adult feeding interneuron	
CB0039		FBbt:20003896	adult CB0039 neuron	
CB0040		FBbt:20003897	adult CB0040 neuron	
CB0041		FBbt:20003898	adult CB0041 neuron	
CB0045		FBbt:20003899	adult spirit subesophageal neuron	
CB0046		FBbt:20003900	adult CB0046 neuron	
CB0047		FBbt:20003901	adult CB0047 neuron	
CB0048		FBbt:20003902	adult CB0048 neuron	
CB0049		FBbt:20003903	adult CB0049 neuron	
CB0050		FBbt:20003904	adult CB0050 neuron	
CB0051		FBbt:20003905	adult CB0051 neuron	
CB0053		FBbt:20003906	adult CB0053 neuron	
CB0055		FBbt:20003907	adult CB0055 neuron	
CB0056		FBbt:20003908	adult CB0056 neuron	
CB0057		FBbt:20003909	adult CB0057 neuron	
CB0058		FBbt:20003910	adult CB0058 neuron	
CB0059		FBbt:20003911	adult CB0059 neuron	
CB0060		FBbt:20003912	adult CB0060 neuron	
CB0061		FBbt:20003913	adult CB0061 neuron	
CB0062		FBbt:00051927	adult phantom subesophageal neuron	
CB0064		FBbt:20003915	adult CB0064 neuron	
CB0065		FBbt:20003916	adult CB0065 neuron	
CB0066		FBbt:20003917	adult CB0066 neuron	
CB0067		FBbt:20003918	adult CB0067 neuron	
CB0069		FBbt:20003919	adult CB0069 neuron	
CB0070		FBbt:20003920	adult CB0070 neuron	
CB0071		FBbt:20003921	adult CB0071 neuron	
CB0072		FBbt:20003922	adult CB0072 neuron	
CB0073		FBbt:20003923	adult CB0073 neuron	
CB0074		FBbt:20003924	adult CB0074 neuron	
CB0075		FBbt:20003925	adult CB0075 neuron	
CB0076		FBbt:20003926	adult CB0076 neuron	
CB0078		FBbt:20003927	adult CB0078 neuron	
CB0079		FBbt:20003928	adult CB0079 neuron	
CB0080		FBbt:20003929	adult CB0080 neuron	
CB0082		FBbt:20003930	adult CB0082 neuron	
CB0083		FBbt:20003931	adult CB0083 neuron	
CB0084		FBbt:20003932	adult CB0084 neuron	
CB0086		FBbt:20003933	adult CB0086 neuron	
CB0087		FBbt:20003934	adult CB0087 neuron	
CB0088		FBbt:20003935	adult CB0088 neuron	
CB0089		FBbt:20003936	adult CB0089 neuron	
CB0090		FBbt:20003937	adult CB0090 neuron	
CB0091		FBbt:20003938	adult CB0091 neuron	
CB0094		FBbt:20003939	adult CB0094 neuron	
CB0095		FBbt:20003940	adult CB0095 neuron	
CB0096		FBbt:20003941	adult CB0096 neuron	
CB0097		FBbt:20003942	adult CB0097 neuron	
CB0098		FBbt:20003943	adult CB0098 neuron	
CB0099		FBbt:20003944	adult CB0099 neuron	
CB0100		FBbt:20003945	adult CB0100 neuron	
CB0101		FBbt:20003946	adult CB0101 neuron	
CB0102		FBbt:20003947	adult CB0102 neuron	
CB0103		FBbt:20003948	adult CB0103 neuron	
CB0104		FBbt:20003949	adult CB0104 neuron	
CB0106		FBbt:20003950	adult CB0106 neuron	
CB0107		FBbt:20003951	adult CB0107 neuron	
CB0108		FBbt:20003952	adult CB0108 neuron	
CB0109		FBbt:20003953	adult CB0109 neuron	
CB0110		FBbt:00051887	adult gnome subesophageal neuron	
CB0113		FBbt:20003955	adult CB0113 neuron	
CB0114		FBbt:20003956	adult CB0114 neuron	
CB0115		FBbt:20003957	adult CB0115 neuron	
CB0117		FBbt:20003959	adult CB0117 neuron	
CB0118		FBbt:20003960	adult CB0118 neuron	
CB0121		FBbt:20003961	adult CB0121 neuron	
CB0122		FBbt:20003962	adult CB0122 neuron	
CB0124		FBbt:20003963	adult CB0124 neuron	
CB0125		FBbt:20003964	adult CB0125 neuron	
CB0126		FBbt:20003965	adult CB0126 neuron	
CB0128		FBbt:20003966	adult CB0128 neuron	
CB0129		FBbt:20003967	adult CB0129 neuron	
CB0130		FBbt:20003968	adult CB0130 neuron	
CB0131		FBbt:20003969	adult CB0131 neuron	
CB0132		FBbt:20003970	adult CB0132 neuron	
CB0135		FBbt:20003971	adult CB0135 neuron	
CB0136		FBbt:20003972	adult CB0136 neuron	
CB0137		FBbt:20003973	adult CB0137 neuron	
CB0138		FBbt:20003974	adult CB0138 neuron	
CB0140		FBbt:20003975	adult CB0140 neuron	
CB0141		FBbt:20003976	adult CB0141 neuron	
CB0142		FBbt:20003977	adult CB0142 neuron	
CB0143		FBbt:20003978	adult CB0143 neuron	
CB0144		FBbt:20003979	adult CB0144 neuron	
CB0147		FBbt:20003980	adult CB0147 neuron	
CB0148		FBbt:20003981	adult CB0148 neuron	
CB0149		FBbt:20003982	adult CB0149 neuron	
CB0150		FBbt:20003983	adult CB0150 neuron	
CB0151		FBbt:20003984	adult CB0151 neuron	
CB0152		FBbt:20003985	adult CB0152 neuron	
CB0153		FBbt:00051951	adult trumpet subesophageal neuron	
CB0154		FBbt:20002153	adult posterior ventrolateral protocerebrum neuron 095	
CB0155		FBbt:20003987	adult CB0155 neuron	
CB0157		FBbt:20003988	adult CB0157 neuron	
CB0158		FBbt:20003989	adult CB0158 neuron	
CB0159		FBbt:20003990	adult CB0159 neuron	
CB0161		FBbt:20003991	adult CB0161 neuron	
CB0163		FBbt:20003992	adult CB0163 neuron	
CB0164		FBbt:20003993	adult CB0164 neuron	
CB0166		FBbt:20003994	adult CB0166 neuron	
CB0168		FBbt:20003995	adult CB0168 neuron	
CB0170		FBbt:20003996	adult CB0170 neuron	
CB0172		FBbt:20003997	adult CB0172 neuron	
CB0174		FBbt:20003998	adult CB0174 neuron	
CB0175		FBbt:20003999	adult CB0175 neuron	
CB0176		FBbt:20004000	adult CB0176 neuron	
CB0177		FBbt:20004001	adult CB0177 neuron	
CB0179		FBbt:20004002	adult CB0179 neuron	
CB0180		FBbt:20004003	adult CB0180 neuron	
CB0182		FBbt:20004004	adult CB0182 neuron	
CB0183		FBbt:20004005	adult CB0183 neuron	
CB0184		FBbt:20004006	adult CB0184 neuron	
CB0186		FBbt:20004007	adult CB0186 neuron	
CB0187		FBbt:20004008	adult CB0187 neuron	
CB0188		FBbt:20004009	adult CB0188 neuron	
CB0189		FBbt:20004010	adult CB0189 neuron	
CB0190		FBbt:20004011	adult CB0190 neuron	
CB0191		FBbt:20004012	adult CB0191 neuron	
CB0192		FBbt:00052223	adult zorro subesophageal neuron	
CB0194		FBbt:20004014	adult CB0194 neuron	
CB0195		FBbt:20004015	adult CB0195 neuron	
CB0196		FBbt:20004016	adult CB0196 neuron	
CB0197		FBbt:20004017	adult CB0197 neuron	
CB0198		FBbt:20004018	adult CB0198 neuron	
CB0200		FBbt:20004019	adult CB0200 neuron	
CB0202		FBbt:20004020	adult CB0202 neuron	
CB0204		FBbt:20004021	adult CB0204 neuron	
CB0206		FBbt:20004022	adult CB0206 neuron	
CB0207		FBbt:20004023	adult CB0207 neuron	
CB0208		FBbt:20004024	adult CB0208 neuron	
CB0211		FBbt:20004025	adult CB0211 neuron	
CB0212		FBbt:20004026	adult CB0212 neuron	
CB0213		FBbt:00051928	adult planter subesophageal neuron	
CB0214		FBbt:20004028	adult CB0214 neuron	
CB0215		FBbt:20004029	adult CB0215 neuron	
CB0216		FBbt:20004030	adult CB0216 neuron	
CB0217		FBbt:20004031	adult CB0217 neuron	
CB0218		FBbt:20004032	adult CB0218 neuron	
CB0219		FBbt:20004033	adult CB0219 neuron	
CB0220		FBbt:20004034	adult CB0220 neuron	
CB0221		FBbt:20004035	adult CB0221 neuron	
CB0222		FBbt:20004036	adult CB0222 neuron	
CB0223		FBbt:20004037	adult CB0223 neuron	
CB0224		FBbt:20004038	adult CB0224 neuron	
CB0225		FBbt:20004039	adult CB0225 neuron	
CB0226		FBbt:20004040	adult CB0226 neuron	
CB0227		FBbt:20004041	adult CB0227 neuron	
CB0228		FBbt:20004042	adult CB0228 neuron	
CB0229		FBbt:20004043	adult CB0229 neuron	
CB0230		FBbt:20004044	adult CB0230 neuron	
CB0231		FBbt:20004045	adult CB0231 neuron	
CB0232		FBbt:20004046	adult CB0232 neuron	
CB0233		FBbt:20004047	adult CB0233 neuron	
CB0235		FBbt:20004048	adult CB0235 neuron	
CB0237		FBbt:20004049	adult CB0237 neuron	
CB0238		FBbt:20004050	adult CB0238 neuron	
CB0239		FBbt:20004051	adult CB0239 neuron	
CB0240		FBbt:20004052	adult CB0240 neuron	
CB0241		FBbt:20004053	adult CB0241 neuron	
CB0242		FBbt:20004054	adult CB0242 neuron	
CB0244		FBbt:20004055	adult CB0244 neuron	
CB0245		FBbt:20004056	adult CB0245 neuron	
CB0246		FBbt:20004057	adult CB0246 neuron	
CB0247		FBbt:20004058	adult CB0247 neuron	
CB0248		FBbt:20004059	adult CB0248 neuron	
CB0249		FBbt:20004060	adult CB0249 neuron	
CB0250		FBbt:20004061	adult CB0250 neuron	
CB0251		FBbt:20004062	adult CB0251 neuron	
CB0254		FBbt:20004063	adult CB0254 neuron	
CB0255		FBbt:20004064	adult CB0255 neuron	
CB0256		FBbt:20004065	adult CB0256 neuron	
CB0257		FBbt:20004066	adult CB0257 neuron	
CB0258		FBbt:20004067	adult CB0258 neuron	
CB0259		FBbt:20004068	adult CB0259 neuron	
CB0261		FBbt:20004069	adult CB0261 neuron	
CB0262		FBbt:20004070	adult CB0262 neuron	
CB0264		FBbt:20004071	adult CB0264 neuron	
CB0265		FBbt:20004072	adult CB0265 neuron	
CB0266		FBbt:20004073	adult CB0266 neuron	
CB0267		FBbt:20004074	adult CB0267 neuron	
CB0268		FBbt:20004075	adult bilateral inferior posterior slope neuron	
CB0269		FBbt:20004076	adult CB0269 neuron	
CB0270		FBbt:20004077	adult CB0270 neuron	
CB0272		FBbt:20004078	adult CB0272 neuron	
CB0276		FBbt:20004079	adult CB0276 neuron	
CB0277		FBbt:20004080	adult CB0277 neuron	
CB0278		FBbt:20004081	adult CB0278 neuron	
CB0279		FBbt:20004082	adult CB0279 neuron	
CB0280		FBbt:20004083	adult CB0280 neuron	
CB0282		FBbt:20004084	adult CB0282 neuron	
CB0283		FBbt:20004085	adult CB0283 neuron	
CB0284		FBbt:20004086	adult CB0284 neuron	
CB0285		FBbt:20004087	adult CB0285 neuron	
CB0286		FBbt:20004088	adult CB0286 neuron	
CB0287		FBbt:20004089	adult CB0287 neuron	
CB0288		FBbt:20004090	adult CB0288 neuron	
CB0289		FBbt:20004091	adult CB0289 neuron	
CB0292		FBbt:20004092	adult CB0292 neuron	
CB0294		FBbt:20004093	adult CB0294 neuron	
CB0295		FBbt:20004094	adult CB0295 neuron	
CB0296		FBbt:20004095	adult CB0296 neuron	
CB0297		FBbt:20004096	adult CB0297 neuron	
CB0298		FBbt:20004097	adult CB0298 neuron	
CB0299		FBbt:20004098	adult CB0299 neuron	
CB0300		FBbt:20004099	adult CB0300 neuron	
CB0302		FBbt:20004100	adult CB0302 neuron	
CB0303		FBbt:20004101	adult CB0303 neuron	
CB0305		FBbt:20004102	adult CB0305 neuron	
CB0306		FBbt:20004103	adult CB0306 neuron	
CB0307		FBbt:20004104	adult CB0307 neuron	
CB0309		FBbt:20004105	adult CB0309 neuron	
CB0310		FBbt:20004106	adult CB0310 neuron	
CB0311		FBbt:20004107	adult CB0311 neuron	
CB0312		FBbt:20004108	adult CB0312 neuron	
CB0313		FBbt:20004109	adult CB0313 neuron	
CB0314		FBbt:20004110	adult CB0314 neuron	
CB0316		FBbt:20004111	adult CB0316 neuron	
CB0317		FBbt:20004112	adult CB0317 neuron	
CB0318		FBbt:20004113	adult CB0318 neuron	
CB0319		FBbt:20004114	adult CB0319 neuron	
CB0320		FBbt:20004115	adult CB0320 neuron	
CB0323		FBbt:20004116	adult CB0323 neuron	
CB0324		FBbt:20004117	adult CB0324 neuron	
CB0325		FBbt:20004118	adult CB0325 neuron	
CB0327		FBbt:20004119	adult CB0327 neuron	
CB0328		FBbt:20004120	adult CB0328 neuron	
CB0331		FBbt:20004121	adult CB0331 neuron	
CB0333		FBbt:20004122	adult CB0333 neuron	
CB0335		FBbt:20004123	adult CB0335 neuron	
CB0336		FBbt:20004124	adult CB0336 neuron	
CB0337		FBbt:20004125	adult CB0337 neuron	
CB0339	parent_term	FBbt:00049371	adult lateral horn PD2b1 neuron	
CB0340		FBbt:20004127	adult CB0340 neuron	
CB0341		FBbt:20004128	adult CB0341 neuron	
CB0342		FBbt:20004129	adult CB0342 neuron	
CB0343		FBbt:20004130	adult CB0343 neuron	
CB0344		FBbt:20004131	adult CB0344 neuron	
CB0345		FBbt:20004132	adult CB0345 neuron	
CB0346		FBbt:20004133	adult CB0346 neuron	
CB0349		FBbt:20004134	adult CB0349 neuron	
CB0350		FBbt:20004135	adult CB0350 neuron	
CB0351		FBbt:20004136	adult CB0351 neuron	
CB0352		FBbt:20004137	adult CB0352 neuron	
CB0354		FBbt:20004138	adult CB0354 neuron	
CB0356		FBbt:20004139	adult CB0356 neuron	
CB0357		FBbt:20004140	adult CB0357 neuron	
CB0358		FBbt:20004141	adult CB0358 neuron	
CB0359		FBbt:20004142	adult CB0359 neuron	
CB0360		FBbt:20004143	adult CB0360 neuron	
CB0361		FBbt:20004144	adult CB0361 neuron	
CB0362		FBbt:20004145	adult CB0362 neuron	
CB0363		FBbt:20004146	adult CB0363 neuron	
CB0364		FBbt:20004147	adult CB0364 neuron	
CB0366		FBbt:00051880	adult FMIn subesophageal neuron	
CB0367		FBbt:20004150	adult CB0367 neuron	
CB0368		FBbt:20004151	adult CB0368 neuron	
CB0369		FBbt:20004152	adult CB0369 neuron	
CB0370		FBbt:20004153	adult CB0370 neuron	
CB0373		FBbt:20004154	adult CB0373 neuron	
CB0374		FBbt:20004155	adult CB0374 neuron	
CB0376		FBbt:20004156	adult CB0376 neuron	
CB0377		FBbt:20004157	adult CB0377 neuron	
CB0378		FBbt:20004158	adult CB0378 neuron	
CB0379		FBbt:20004159	adult CB0379 neuron	
CB0380		FBbt:20004160	adult CB0380 neuron	
CB0381		FBbt:20004161	adult CB0381 neuron	
CB0382		FBbt:20004162	adult CB0382 neuron	
CB0385		FBbt:20002154	adult posterior ventrolateral protocerebrum neuron 096	
CB0386		FBbt:20004163	adult CB0386 neuron	
CB0387		FBbt:20004164	adult CB0387 neuron	
CB0390		FBbt:20004165	adult CB0390 neuron	
CB0391		FBbt:20004166	adult CB0391 neuron	
CB0392		FBbt:20004167	adult CB0392 neuron	
CB0393		FBbt:20004168	adult CB0393 neuron	
CB0394		FBbt:20004169	adult CB0394 neuron	
CB0396		FBbt:20004170	adult CB0396 neuron	
CB0397		FBbt:20004171	adult CB0397 neuron	
CB0398		FBbt:20004172	adult CB0398 neuron	
CB0399		FBbt:20004173	adult CB0399 neuron	
CB0400		FBbt:20004174	adult CB0400 neuron	
CB0402		FBbt:20004175	adult CB0402 neuron	
CB0404		FBbt:20004176	adult CB0404 neuron	
CB0405		FBbt:20004177	adult CB0405 neuron	
CB0406		FBbt:20004178	adult CB0406 neuron	
CB0407		FBbt:20004179	adult CB0407 neuron	
CB0408		FBbt:20004180	adult CB0408 neuron	
CB0409		FBbt:20004181	adult CB0409 neuron	
CB0410		FBbt:20004182	adult CB0410 neuron	
CB0413		FBbt:20004183	adult CB0413 neuron	
CB0414		FBbt:20004184	adult CB0414 neuron	
CB0415		FBbt:20004185	adult CB0415 neuron	
CB0416		FBbt:20004186	adult CB0416 neuron	
CB0417		FBbt:20004187	adult CB0417 neuron	
CB0418		FBbt:20004188	adult CB0418 neuron	
CB0419		FBbt:20004189	adult CB0419 neuron	
CB0420		FBbt:20004190	adult CB0420 neuron	
CB0421		FBbt:20004191	adult CB0421 neuron	
CB0422		FBbt:20004192	adult CB0422 neuron	
CB0423		FBbt:20004193	adult CB0423 neuron	
CB0424		FBbt:20004194	adult CB0424 neuron	
CB0426		FBbt:20004195	adult CB0426 neuron	
CB0429		FBbt:20004196	adult CB0429 neuron	
CB0430		FBbt:20004197	adult CB0430 neuron	
CB0431		FBbt:20004198	adult CB0431 neuron	
CB0432		FBbt:20004199	adult CB0432 neuron	
CB0433		FBbt:20004200	adult CB0433 neuron	
CB0434		FBbt:20004201	adult CB0434 neuron	
CB0435		FBbt:20004202	adult CB0435 neuron	
CB0436		FBbt:20004203	adult CB0436 neuron	
CB0437		FBbt:20004204	adult CB0437 neuron	
CB0438		FBbt:20004205	adult CB0438 neuron	
CB0440		FBbt:20004206	adult CB0440 neuron	
CB0441		FBbt:20004207	adult CB0441 neuron	
CB0442		FBbt:20004208	adult CB0442 neuron	
CB0443		FBbt:20004209	adult CB0443 neuron	
CB0444		FBbt:20004210	adult CB0444 neuron	
CB0445		FBbt:20004211	adult CB0445 neuron	
CB0446		FBbt:20004212	adult CB0446 neuron	
CB0448		FBbt:20004213	adult CB0448 neuron	
CB0449		FBbt:20004214	adult CB0449 neuron	
CB0450		FBbt:20004215	adult CB0450 neuron	
CB0451		FBbt:20004216	adult CB0451 neuron	
CB0452		FBbt:20004217	adult CB0452 neuron	
CB0453		FBbt:20004218	adult CB0453 neuron	
CB0454		FBbt:20004219	adult CB0454 neuron	
CB0455		FBbt:20004220	adult CB0455 neuron	
CB0456		FBbt:20004221	adult CB0456 neuron	
CB0457		FBbt:20004222	adult CB0457 neuron	
CB0458		FBbt:20004223	adult CB0458 neuron	
CB0459		FBbt:20004224	adult CB0459 neuron	
CB0460		FBbt:20004225	adult CB0460 neuron	
CB0461		FBbt:00051901	adult justice subesophageal neuron	
CB0462		FBbt:20004227	adult CB0462 neuron	
CB0463		FBbt:20004228	adult CB0463 neuron	
CB0465		FBbt:20004229	adult CB0465 neuron	
CB0466		FBbt:20004230	adult CB0466 neuron	
CB0467		FBbt:20004231	adult CB0467 neuron	
CB0468		FBbt:20004232	adult CB0468 neuron	
CB0469		FBbt:20004233	adult CB0469 neuron	
CB0473		FBbt:20004235	adult CB0473 neuron	
